,Estimators,Time,Train Pred,Train Prob,Train Score,Test Pred,Test Prob,Test Score
16,500,85.96960735321045,[3 4 4 ... 4 4 4],"[[0.         0.126      0.098      0.684      0.092     ]
 [0.         0.018      0.028      0.03       0.924     ]
 [0.         0.18999169 0.         0.02705219 0.78295612]
 ...
 [0.         0.06       0.036      0.02       0.884     ]
 [0.         0.         0.         0.         1.        ]
 [0.         0.002      0.         0.         0.998     ]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.         0.         0.002      0.998     ]
 [0.         0.024      0.012      0.018      0.946     ]
 [0.         0.128      0.044      0.024      0.804     ]
 ...
 [0.         0.1045     0.14550476 0.34356667 0.40642857]
 [0.         0.036      0.036      0.124      0.804     ]
 [0.         0.316      0.082      0.05       0.552     ]]",0.7968327539590575
17,525,90.29562664031982,[3 4 4 ... 4 4 4],"[[0.         0.11428571 0.08       0.72       0.08571429]
 [0.         0.01904762 0.04       0.03047619 0.91047619]
 [0.         0.1887095  0.         0.02900816 0.78228234]
 ...
 [0.         0.04761905 0.04761905 0.02285714 0.88190476]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00190476 0.00190476 0.99619048]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.00000000e+00 1.97444832e-03 3.80952381e-04 4.24171620e-03
  9.93402883e-01]
 [0.00000000e+00 1.71428571e-02 1.90476190e-02 7.61904762e-03
  9.56190476e-01]
 [0.00000000e+00 1.25714286e-01 6.09523810e-02 2.66666667e-02
  7.86666667e-01]
 ...
 [0.00000000e+00 1.13333333e-01 1.34421769e-01 3.25700680e-01
  4.26544218e-01]
 [0.00000000e+00 3.61904762e-02 3.42857143e-02 1.54285714e-01
  7.75238095e-01]
 [0.00000000e+00 2.93333333e-01 1.08571429e-01 2.66666667e-02
  5.71428571e-01]]",0.7952877558903051
18,550,95.30706405639648,[3 4 4 ... 4 4 4],"[[0.         0.12545455 0.08909091 0.69272727 0.09272727]
 [0.         0.02181818 0.04       0.04181818 0.89636364]
 [0.         0.1901015  0.         0.02706572 0.78283278]
 ...
 [0.         0.07272727 0.03454545 0.01090909 0.88181818]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00181818 0.00363636 0.99454545]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00188749 0.         0.00554189 0.99257062]
 [0.         0.01818182 0.02727273 0.01090909 0.94363636]
 [0.         0.14       0.06       0.03272727 0.76727273]
 ...
 [0.         0.08393939 0.11113853 0.34898268 0.45593939]
 [0.         0.03090909 0.02363636 0.13454545 0.81090909]
 [0.         0.29272727 0.09636364 0.05090909 0.56      ]]",0.7964465044418695
19,575,101.64164710044861,[3 4 4 ... 4 4 4],"[[0.         0.14434783 0.08173913 0.67304348 0.10086957]
 [0.         0.01913043 0.03826087 0.03652174 0.90608696]
 [0.         0.19404627 0.         0.0269605  0.77899322]
 ...
 [0.         0.06956522 0.04173913 0.01391304 0.87478261]
 [0.         0.         0.         0.         1.        ]
 [0.         0.00173913 0.00173913 0.01043478 0.98608696]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00528696 0.         0.0035278  0.99118524]
 [0.         0.0173913  0.0226087  0.01391304 0.94608696]
 [0.         0.10782609 0.07130435 0.0226087  0.79826087]
 ...
 [0.         0.09478261 0.15372947 0.36793789 0.38355003]
 [0.         0.04869565 0.04       0.16173913 0.74956522]
 [0.         0.3373913  0.10086957 0.03652174 0.52521739]]",0.7952877558903051
20,600,105.26014566421509,[3 4 4 ... 4 4 4],"[[0.         0.095      0.07833333 0.71833333 0.10833333]
 [0.         0.03       0.03333333 0.035      0.90166667]
 [0.         0.19150233 0.         0.02694586 0.78155181]
 ...
 [0.         0.07       0.04833333 0.015      0.86666667]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00166667 0.005      0.99333333]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00168981 0.         0.00733333 0.99097685]
 [0.         0.01833333 0.01166667 0.01833333 0.95166667]
 [0.         0.125      0.05       0.01833333 0.80666667]
 ...
 [0.         0.09972222 0.13956746 0.28861905 0.47209127]
 [0.00166667 0.03333333 0.04666667 0.14666667 0.77166667]
 [0.         0.29333333 0.09166667 0.02833333 0.58666667]]",0.7972190034762456
21,625,106.36037135124207,[3 4 4 ... 4 4 4],"[[0.         0.1152     0.0736     0.736      0.0752    ]
 [0.         0.0288     0.04       0.0224     0.9088    ]
 [0.         0.19212606 0.         0.02754479 0.78032915]
 ...
 [0.         0.0784     0.048      0.016      0.8576    ]
 [0.         0.         0.         0.         1.        ]
 [0.0016     0.         0.0016     0.         0.9968    ]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00164324 0.         0.00326486 0.99509189]
 [0.         0.0096     0.0208     0.0192     0.9504    ]
 [0.         0.1344     0.0608     0.0432     0.7616    ]
 ...
 [0.         0.112      0.13008381 0.32156571 0.43635048]
 [0.         0.0336     0.032      0.1696     0.7648    ]
 [0.         0.2752     0.0864     0.0432     0.5952    ]]",0.7960602549246814
22,650,111.57592225074768,[3 4 4 ... 4 4 4],"[[0.         0.12307692 0.07076923 0.71846154 0.08769231]
 [0.         0.02923077 0.03076923 0.02769231 0.91230769]
 [0.         0.19308173 0.         0.02809139 0.77882687]
 ...
 [0.         0.06461538 0.03692308 0.01384615 0.88461538]
 [0.         0.         0.         0.         1.        ]
 [0.         0.00153846 0.00307692 0.00153846 0.99384615]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.00000000e+00 2.26244344e-05 0.00000000e+00 7.69230769e-03
  9.92285068e-01]
 [0.00000000e+00 2.76923077e-02 6.15384615e-03 2.76923077e-02
  9.38461538e-01]
 [0.00000000e+00 1.29230769e-01 5.23076923e-02 1.69230769e-02
  8.01538462e-01]
 ...
 [0.00000000e+00 9.97435897e-02 1.22182540e-01 3.08456044e-01
  4.69617827e-01]
 [3.07692308e-03 3.38461538e-02 2.92307692e-02 1.52307692e-01
  7.81538462e-01]
 [0.00000000e+00 2.96923077e-01 9.69230769e-02 4.76923077e-02
  5.58461538e-01]]",0.7960602549246814
23,675,115.9009141921997,[3 4 4 ... 4 4 4],"[[0.         0.10666667 0.09777778 0.69037037 0.10518519]
 [0.         0.02222222 0.03407407 0.01925926 0.92444444]
 [0.         0.19052675 0.         0.02841239 0.78106086]
 ...
 [0.         0.05925926 0.04592593 0.01333333 0.88148148]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.         0.00148148 0.99851852]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.00000000e+00 2.02942669e-05 0.00000000e+00 7.42770167e-03
  9.92552004e-01]
 [0.00000000e+00 1.77777778e-02 2.51851852e-02 2.07407407e-02
  9.36296296e-01]
 [0.00000000e+00 1.12592593e-01 6.37037037e-02 4.00000000e-02
  7.83703704e-01]
 ...
 [0.00000000e+00 9.99012346e-02 1.09409171e-01 3.47850088e-01
  4.42839506e-01]
 [1.48148148e-03 4.29629630e-02 4.74074074e-02 1.73333333e-01
  7.34814815e-01]
 [0.00000000e+00 3.15555556e-01 9.03703704e-02 2.96296296e-02
  5.64444444e-01]]",0.7952877558903051
24,700,119.90579509735107,[3 4 4 ... 4 4 4],"[[0.         0.10857143 0.09857143 0.69142857 0.10142857]
 [0.         0.02428571 0.02714286 0.02428571 0.92428571]
 [0.         0.19307959 0.         0.0269575  0.77996291]
 ...
 [0.         0.05142857 0.04857143 0.02       0.88      ]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.         0.00285714 0.99714286]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00287356 0.00142857 0.00431856 0.99137931]
 [0.         0.02428571 0.00857143 0.03285714 0.93428571]
 [0.         0.14285714 0.05714286 0.03142857 0.76857143]
 ...
 [0.         0.08071429 0.13487415 0.35411224 0.43029932]
 [0.         0.04       0.04142857 0.16285714 0.75571429]
 [0.         0.31       0.09142857 0.04571429 0.55285714]]",0.7952877558903051
25,725,124.54191970825195,[3 4 4 ... 4 4 4],"[[0.         0.11310345 0.09103448 0.70758621 0.08827586]
 [0.         0.02344828 0.03586207 0.04       0.90068966]
 [0.         0.19157749 0.         0.02720272 0.78121979]
 ...
 [0.         0.06206897 0.05241379 0.01793103 0.86758621]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00275862 0.         0.99724138]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00141423 0.         0.00556898 0.99301679]
 [0.         0.02896552 0.02482759 0.0262069  0.92      ]
 [0.         0.12965517 0.05931034 0.03172414 0.77931034]
 ...
 [0.         0.09298851 0.14335961 0.32884401 0.43480788]
 [0.         0.03586207 0.04413793 0.16827586 0.75172414]
 [0.         0.32689655 0.09103448 0.03724138 0.54482759]]",0.7960602549246814
26,750,127.55185389518738,[3 4 4 ... 4 4 4],"[[0.         0.124      0.09466667 0.67066667 0.11066667]
 [0.         0.02933333 0.03066667 0.02533333 0.91466667]
 [0.         0.19346724 0.         0.02638382 0.78014894]
 ...
 [0.         0.076      0.03733333 0.01866667 0.868     ]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00266667 0.00133333 0.996     ]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00266667 0.         0.008      0.98933333]
 [0.         0.01866667 0.028      0.02       0.93333333]
 [0.         0.12533333 0.05333333 0.024      0.79733333]
 ...
 [0.         0.0919619  0.13832698 0.33529101 0.43442011]
 [0.         0.032      0.036      0.152      0.78      ]
 [0.         0.31066667 0.08533333 0.04133333 0.56266667]]",0.7964465044418695
27,775,133.28012800216675,[3 4 4 ... 4 4 4],"[[0.         0.13419355 0.08387097 0.68645161 0.09548387]
 [0.         0.02709677 0.03483871 0.03096774 0.90709677]
 [0.         0.1921311  0.         0.02746243 0.78040647]
 ...
 [0.         0.05032258 0.04       0.03096774 0.87870968]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00258065 0.00258065 0.99483871]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00389113 0.         0.00518145 0.99092742]
 [0.         0.01419355 0.01548387 0.02967742 0.94064516]
 [0.         0.12516129 0.05935484 0.03483871 0.78064516]
 ...
 [0.         0.10795699 0.13004762 0.33245469 0.42954071]
 [0.00129032 0.02967742 0.0283871  0.14064516 0.8       ]
 [0.         0.32516129 0.09935484 0.04258065 0.53290323]]",0.7952877558903051
28,800,136.48682069778442,[3 4 4 ... 4 4 4],"[[0.         0.1325     0.10125    0.67375    0.0925    ]
 [0.         0.02625    0.03875    0.03875    0.89625   ]
 [0.         0.19100957 0.         0.02787863 0.78111179]
 ...
 [0.         0.075      0.02625    0.0225     0.87625   ]
 [0.         0.         0.         0.         1.        ]
 [0.         0.0025     0.0025     0.00125    0.99375   ]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00251524 0.0028125  0.00909539 0.98557686]
 [0.         0.025      0.01875    0.025      0.93125   ]
 [0.         0.12625    0.05875    0.02       0.795     ]
 ...
 [0.         0.0854375  0.1331627  0.36946379 0.41193601]
 [0.         0.0325     0.035      0.14       0.7925    ]
 [0.         0.28125    0.0975     0.0325     0.58875   ]]",0.7952877558903051
29,825,144.66458320617676,[3 4 4 ... 4 4 4],"[[0.         0.11757576 0.09454545 0.68121212 0.10666667]
 [0.         0.0169697  0.02787879 0.03393939 0.92121212]
 [0.         0.19112777 0.         0.02771949 0.78115274]
 ...
 [0.         0.04606061 0.04121212 0.02545455 0.88727273]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00121212 0.         0.99878788]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.00000000e+00 8.30787653e-05 0.00000000e+00 1.63540164e-03
  9.98281520e-01]
 [0.00000000e+00 2.06060606e-02 1.69696970e-02 2.54545455e-02
  9.36969697e-01]
 [0.00000000e+00 9.93939394e-02 5.81818182e-02 4.00000000e-02
  8.02424242e-01]
 ...
 [0.00000000e+00 1.06291486e-01 1.39027417e-01 3.42577201e-01
  4.12103896e-01]
 [0.00000000e+00 2.78787879e-02 3.51515152e-02 1.38181818e-01
  7.98787879e-01]
 [0.00000000e+00 2.82424242e-01 1.01818182e-01 4.24242424e-02
  5.73333333e-01]]",0.7956740054074932
30,850,151.83192491531372,[3 4 4 ... 4 4 4],"[[0.         0.10705882 0.07411765 0.73529412 0.08352941]
 [0.         0.02235294 0.03764706 0.03411765 0.90588235]
 [0.         0.1939875  0.         0.02727768 0.77873482]
 ...
 [0.         0.05764706 0.04823529 0.02       0.87411765]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00117647 0.00235294 0.99647059]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00235294 0.         0.00707219 0.99057487]
 [0.         0.02470588 0.01647059 0.02705882 0.93176471]
 [0.         0.14470588 0.06117647 0.02235294 0.77176471]
 ...
 [0.         0.09507843 0.14260131 0.32378058 0.43853968]
 [0.00117647 0.03764706 0.04117647 0.15882353 0.76117647]
 [0.         0.32588235 0.08705882 0.02352941 0.56352941]]",0.7956740054074932
31,875,148.7329225540161,[3 4 4 ... 4 4 4],"[[0.         0.11885714 0.07085714 0.704      0.10628571]
 [0.         0.02171429 0.02514286 0.02857143 0.92457143]
 [0.         0.19154849 0.         0.02681099 0.78164053]
 ...
 [0.         0.072      0.04114286 0.01371429 0.87314286]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00342857 0.00342857 0.99314286]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.00000000e+00 2.28571429e-03 2.85714286e-04 1.05714286e-02
  9.86857143e-01]
 [0.00000000e+00 2.28571429e-02 1.37142857e-02 2.62857143e-02
  9.37142857e-01]
 [0.00000000e+00 1.10857143e-01 5.02857143e-02 2.40000000e-02
  8.14857143e-01]
 ...
 [0.00000000e+00 9.37904762e-02 1.29557823e-01 3.37055782e-01
  4.39595918e-01]
 [0.00000000e+00 4.11428571e-02 3.08571429e-02 1.56571429e-01
  7.71428571e-01]
 [0.00000000e+00 3.08571429e-01 9.02857143e-02 4.68571429e-02
  5.54285714e-01]]",0.7960602549246814
32,900,153.44131588935852,[3 4 4 ... 4 4 4],"[[0.         0.11888889 0.07444444 0.70777778 0.09888889]
 [0.         0.03555556 0.03666667 0.02888889 0.89888889]
 [0.         0.19130073 0.         0.02772632 0.78097295]
 ...
 [0.         0.06333333 0.05222222 0.02555556 0.85888889]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00222222 0.00222222 0.99555556]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00113951 0.         0.00561073 0.99324976]
 [0.         0.01555556 0.01555556 0.03555556 0.93333333]
 [0.         0.11555556 0.05555556 0.02222222 0.80666667]
 ...
 [0.         0.09972222 0.14290873 0.34001323 0.41735582]
 [0.00222222 0.03666667 0.03888889 0.16888889 0.75333333]
 [0.         0.32111111 0.08111111 0.03       0.56777778]]",0.7956740054074932
33,925,157.67430067062378,[3 4 4 ... 4 4 4],"[[0.         0.12756757 0.07675676 0.68756757 0.10810811]
 [0.         0.01513514 0.02918919 0.03027027 0.92540541]
 [0.         0.19261742 0.         0.02693393 0.78044866]
 ...
 [0.         0.06378378 0.04756757 0.02162162 0.86702703]
 [0.         0.         0.         0.         1.        ]
 [0.         0.00108108 0.00108108 0.00108108 0.99675676]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00327096 0.00108108 0.00432432 0.99132363]
 [0.         0.01837838 0.0227027  0.01513514 0.94378378]
 [0.         0.11783784 0.0627027  0.02594595 0.79351351]
 ...
 [0.         0.08306306 0.12282111 0.36791248 0.42620335]
 [0.00108108 0.03891892 0.02810811 0.15135135 0.78054054]
 [0.         0.31135135 0.10810811 0.03675676 0.54378378]]",0.7979915025106219
34,950,162.40728497505188,[3 4 4 ... 4 4 4],"[[0.         0.11368421 0.09263158 0.69052632 0.10315789]
 [0.         0.01894737 0.03684211 0.02947368 0.91473684]
 [0.         0.19343116 0.         0.02817204 0.7783968 ]
 ...
 [0.         0.05368421 0.04315789 0.01684211 0.88631579]
 [0.         0.         0.         0.         1.        ]
 [0.         0.00210526 0.         0.00210526 0.99578947]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.00105263 0.         0.00739409 0.99155327]
 [0.         0.01789474 0.01578947 0.02210526 0.94421053]
 [0.         0.10736842 0.06       0.02105263 0.81157895]
 ...
 [0.         0.10991729 0.12705388 0.34037719 0.42265163]
 [0.00105263 0.03578947 0.02421053 0.16526316 0.77368421]
 [0.         0.31789474 0.07894737 0.04631579 0.55684211]]",0.7976052529934338
35,975,165.2076907157898,[3 4 4 ... 4 4 4],"[[0.         0.12307692 0.09538462 0.69025641 0.09128205]
 [0.         0.02564103 0.04102564 0.03794872 0.89538462]
 [0.         0.19189877 0.         0.02776632 0.78033491]
 ...
 [0.         0.05846154 0.03897436 0.01435897 0.88820513]
 [0.         0.         0.         0.         1.        ]
 [0.         0.         0.00102564 0.00205128 0.99692308]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.         0.         0.00102564 0.99897436]
 [0.         0.02666667 0.01846154 0.02358974 0.93128205]
 [0.         0.14051282 0.08307692 0.02871795 0.74769231]
 ...
 [0.         0.09667888 0.13555067 0.36406716 0.4037033 ]
 [0.00102564 0.02871795 0.03897436 0.16615385 0.76512821]
 [0.         0.32376068 0.08752137 0.03076923 0.55794872]]",0.7960602549246814
36,1000,175.198832988739,[3 4 4 ... 4 4 4],"[[0.         0.126      0.082      0.685      0.107     ]
 [0.         0.016      0.03       0.027      0.927     ]
 [0.         0.19108491 0.         0.02746872 0.78144637]
 ...
 [0.         0.064      0.037      0.015      0.884     ]
 [0.         0.         0.         0.         1.        ]
 [0.         0.001      0.002      0.002      0.995     ]]",0.9836030390178992,[4 4 4 ... 4 4 4],"[[0.         0.0010122  0.         0.00702899 0.99195882]
 [0.         0.026      0.017      0.014      0.943     ]
 [0.         0.124      0.059      0.035      0.782     ]
 ...
 [0.         0.11336667 0.12161468 0.32935635 0.4356623 ]
 [0.002      0.034      0.037      0.162      0.765     ]
 [0.         0.303      0.09       0.042      0.565     ]]",0.7964465044418695
